Journal Data Filtered By: Selected Categories: ZM Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator:Custom,

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold,5 Year JIF,JIF Without Self Cites,Immediacy Index,Eigenfactor,Normalized Eigenfactor,Article Influence Score,Average JIF Percentile,Total Articles,Citing Half-Life,Cited Half-Life,% of Articles in Citable items,Citable Items
Herpetological Conservation and Biology,2151-0733,1931-7603,"ZOOLOGY - SCIE","928",1.134,"Q3",0.55,0.00%,1.275,1.008,0.213,0.00127,0.26715,0.382,36.286,60,14.9,6.5,98.36%,61,
INVERTEBRATE REPRODUCTION & DEVELOPMENT,0792-4259,2157-0272,"ZOOLOGY - SCIE","928",0.952,"Q3",0.37,0.00%,1.174,0.871,0.091,0.00045,0.09521,0.264,14.119,33,16.0,16.2,100.00%,33,
Zoologia,1984-4689,1984-4689,"ZOOLOGY - SCIE","913",0.920,"Q4",0.44,100.00%,1.031,0.885,0.212,0.00078,0.16450,0.298,23.714,33,14.2,7.9,100.00%,33,
AUSTRALIAN MAMMALOGY,0310-0049,1836-7402,"ZOOLOGY - SCIE","889",1.537,"Q2",0.78,2.87%,1.727,1.110,0.630,0.00058,0.12324,0.312,53.429,84,13.0,7.4,91.30%,92,
IHERINGIA SERIE ZOOLOGIA,0073-4721,1678-4766,"ZOOLOGY - SCIE","873",0.885,"Q4",0.38,100.00%,0.892,0.869,0.172,0.00057,0.12069,0.223,23.143,29,15.4,10.5,100.00%,29,
WILDLIFE MONOGRAPHS,0084-0173,1938-5455,"ZOOLOGY - SCIE","857",2.600,"Q1",1.03,50.00%,4.444,2.500,0.500,0.00022,0.04788,1.233,66.676,2,13.0,27.6,100.00%,2,
BOLETIM DO INSTITUTO DE PESCA,0046-9939,1678-2305,"ZOOLOGY - SCIE","847",1.058,"Q3",0.31,100.00%,1.038,1.050,0.037,0.00083,0.17563,0.219,25.455,27,11.1,7.0,100.00%,27,
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,0165-0521,1744-5140,"ZOOLOGY - SCIE","828",0.569,"Q4",0.47,0.00%,0.881,0.549,0.301,0.00033,0.06992,0.242,8.857,72,13.9,17.1,98.63%,73,
JOURNAL OF MEDICAL PRIMATOLOGY,0047-2565,1600-0684,"ZOOLOGY - SCIE","809",0.667,"Q4",0.40,2.89%,0.742,0.553,0.169,0.00048,0.10143,0.190,19.101,55,11.5,11.3,93.22%,59,
European Journal of Taxonomy,N/A,2118-9773,"ZOOLOGY - SCIE","791",1.372,"Q3",0.70,100.00%,1.307,1.179,0.335,0.00199,0.41786,0.408,40.536,166,16.8,3.3,94.32%,176,
ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS,0936-9902,N/A,"ZOOLOGY - SCIE","782",1.682,"Q2",0.39,0.00%,1.306,1.273,0.462,0.00034,0.07157,0.339,51.383,23,13.8,12.6,88.46%,26,
HELMINTHOLOGIA,0440-6605,1336-9083,"ZOOLOGY - SCIE","722",1.184,"Q3",0.41,100.00%,0.960,0.966,0.234,0.00050,0.10681,0.200,23.320,47,11.6,8.9,100.00%,47,
ZOOLOGY IN THE MIDDLE EAST,0939-7140,2326-2680,"ZOOLOGY - SCIE","709",1.024,"Q3",0.49,0.00%,0.844,0.906,0.224,0.00058,0.12177,0.238,28.857,46,12.7,9.7,93.88%,49,
AFRICAN ZOOLOGY,1562-7020,2224-073X,"ZOOLOGY - SCIE","708",1.436,"Q3",0.61,0.00%,1.379,1.385,0.514,0.00047,0.09939,0.349,48.857,35,11.8,9.3,94.59%,37,
RECORDS OF THE AUSTRALIAN MUSEUM,0067-1975,0067-1975,"ZOOLOGY - SCIE","696",0.667,"Q4",0.39,0.00%,0.456,0.571,0.091,0.00007,0.01603,0.130,14.571,20,15.8,29.6,90.91%,22,
URSUS,1537-6176,1938-5439,"ZOOLOGY - SCIE","685",0.714,"Q4",0.49,0.00%,1.358,0.714,0.211,0.00025,0.05314,0.368,17.429,19,12.5,12.8,100.00%,19,
ACTA ZOOLOGICA BULGARICA,0324-0770,N/A,"ZOOLOGY - SCIE","684",0.448,"Q4",0.31,0.00%,0.548,0.385,0.303,0.00068,0.14338,0.121,4.857,116,14.4,6.1,97.48%,119,
Veterinary Research Forum,2008-8140,2322-3618,"ZOOLOGY - SCIE","683",1.054,"Q3",0.54,100.00%,1.299,1.045,0.109,0.00065,0.13634,0.225,29.429,62,12.0,5.7,96.88%,64,
ACTA ICHTHYOLOGICA ET PISCATORIA,0137-1592,1734-1515,"ZOOLOGY - SCIE","682",0.928,"Q4",0.40,100.00%,1.008,0.829,0.186,0.00065,0.13814,0.249,20.156,59,12.4,7.5,100.00%,59,
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,1217-8837,N/A,"ZOOLOGY - SCIE","680",0.923,"Q4",0.47,100.00%,0.939,0.808,0.171,0.00027,0.05792,0.236,24.286,34,14.8,18.7,97.14%,35,
ISJ-Invertebrate Survival Journal,1824-307X,N/A,"ZOOLOGY - SCIE","648",1.115,"Q3",0.32,100.00%,1.254,1.019,0.632,0.00040,0.08398,0.225,18.652,16,10.1,8.2,84.21%,19,
SALAMANDRA,0036-3375,N/A,"ZOOLOGY - SCIE","632",1.911,"Q2",0.66,0.00%,1.963,1.644,2.276,0.00074,0.15677,0.542,65.429,28,10.6,5.7,96.55%,29,
CONTRIBUTIONS TO ZOOLOGY,1383-4517,1875-9866,"ZOOLOGY - SCIE","607",2.839,"Q1",1.17,93.88%,2.349,2.839,0.722,0.00069,0.14508,0.782,89.429,18,12.1,8.7,100.00%,18,
South American Journal of Herpetology,1808-9798,N/A,"ZOOLOGY - SCIE","592",1.939,"Q2",0.97,0.00%,1.678,1.898,0.364,0.00060,0.12597,0.483,66.000,32,16.7,7.2,96.97%,33,
ANNALS OF CARNEGIE MUSEUM,0097-4463,1943-6300,"ZOOLOGY - SCIE","583",1.143,"Q3",0.50,0.00%,1.205,1.000,0.111,0.00016,0.03377,0.356,28.151,9,17.7,22.7,100.00%,9,
AMERICAN MALACOLOGICAL BULLETIN,0740-2783,2162-2698,"ZOOLOGY - SCIE","570",0.813,"Q4",0.37,0.00%,0.971,0.719,0.143,0.00027,0.05823,0.260,17.188,7,18.3,12.4,100.00%,7,
ACTA ETHOLOGICA,0873-9749,1437-9546,"ZOOLOGY - SCIE","562",1.231,"Q3",0.57,14.29%,1.692,1.192,0.360,0.00071,0.14968,0.485,19.472,23,14.8,7.0,92.00%,25,
Animal Cells and Systems,1976-8354,2151-2485,"ZOOLOGY - SCIE","562",1.815,"Q2",0.50,100.00%,1.336,1.731,0.465,0.00079,0.16737,0.293,34.689,43,8.2,4.1,100.00%,43,
REDIA-GIORNALE DI ZOOLOGIA,0370-4327,N/A,"ZOOLOGY - SCIE","559",0.577,"Q4",0.42,0.00%,0.829,0.519,0.083,0.00027,0.05669,0.204,9.429,24,13.1,27.2,100.00%,24,
ANIMAL BIOLOGY,1570-7555,1570-7563,"ZOOLOGY - SCIE","547",1.475,"Q2",0.94,9.47%,1.375,1.197,0.294,0.00046,0.09660,0.311,51.714,33,12.7,8.4,97.06%,34,
ZOOSYSTEMA,1280-9551,1638-9387,"ZOOLOGY - SCIE","542",1.094,"Q3",0.67,0.00%,0.944,0.906,0.552,0.00043,0.09181,0.300,32.857,29,28.1,11.5,100.00%,29,
NEMATROPICA,0099-5444,2220-5608,"ZOOLOGY - SCIE","526",0.545,"Q4",0.25,0.00%,0.738,0.509,0.105,0.00021,0.04516,0.166,7.143,18,12.1,13.8,94.74%,19,
North-Western Journal of Zoology,1584-9074,1842-6441,"ZOOLOGY - SCIE","521",0.969,"Q3",0.40,0.00%,1.010,0.892,0.138,0.00059,0.12482,0.278,27.143,28,13.1,6.6,96.55%,29,
Comparative Cytogenetics,1993-0771,1993-078X,"ZOOLOGY - SCIE","494",1.800,"Q2",0.54,100.00%,1.438,1.433,0.314,0.00062,0.13157,0.293,41.437,32,13.6,4.8,91.43%,35,
Mammal Research,2199-2401,2199-241X,"ZOOLOGY - SCIE","481",1.722,"Q2",0.97,24.64%,1.847,1.611,0.424,0.00110,0.23132,0.454,58.000,97,12.8,3.1,97.98%,99,
CALDASIA,0366-5232,2357-3759,"ZOOLOGY - SCIE","480",0.562,"Q4",0.18,100.00%,0.653,0.534,0.135,0.00030,0.06490,0.201,7.653,36,13.2,13.1,97.30%,37,
HERPETOLOGICAL MONOGRAPHS,0733-1347,1938-5137,"ZOOLOGY - SCIE","471",1.857,"Q2",1.02,0.00%,2.280,1.857,0.125,0.00018,0.03797,0.704,63.714,7,17.5,17.2,87.50%,8,
SPIXIANA,0341-8391,N/A,"ZOOLOGY - SCIE","462",0.791,"Q4",0.21,0.00%,0.655,0.674,0.125,0.00022,0.04784,0.186,19.143,24,19.1,16.2,100.00%,24,
COMPARATIVE PARASITOLOGY,1525-2647,1938-2952,"ZOOLOGY - SCIE","444",0.429,"Q4",0.20,0.00%,0.497,0.429,n/a,0.00027,0.05808,0.152,2.801,n/a,n/a,10.7,n/a%,n/a,
BELGIAN JOURNAL OF ZOOLOGY,0777-6276,2295-0451,"ZOOLOGY - SCIE","443",1.474,"Q2",0.66,35.71%,1.000,1.474,0.000,0.00017,0.03642,0.286,51.143,9,14.1,15.2,100.00%,9,
MAMMAL STUDY,1343-4152,1348-6160,"ZOOLOGY - SCIE","423",0.656,"Q4",0.32,0.00%,0.826,0.557,0.235,0.00028,0.05910,0.184,13.429,33,13.3,8.7,97.06%,34,
Zoological Letters,2056-306X,2056-306X,"ZOOLOGY - SCIE","423",2.836,"Q1",1.51,100.00%,2.758,2.806,0.800,0.00136,0.28647,0.891,88.857,12,14.3,3.2,80.00%,15,
CALIFORNIA FISH AND GAME,0008-1078,2331-0405,"ZOOLOGY - SCIE","415",0.333,"Q4",0.17,0.00%,0.446,0.148,0.042,0.00009,0.01923,0.107,3.273,21,10.4,31.3,87.50%,24,
NAUTILUS,0028-1344,N/A,"ZOOLOGY - SCIE","410",0.741,"Q4",0.40,0.00%,0.867,0.704,0.667,0.00027,0.05808,0.324,15.591,12,38.3,21.5,100.00%,12,
ACTA BIOLOGICA COLOMBIANA,1900-1649,1900-1649,"ZOOLOGY - SCIE","395",0.410,"Q4",0.16,100.00%,0.607,0.337,0.196,0.00032,0.06826,0.121,3.453,39,9.6,7.0,76.47%,51,
Asian Herpetological Research,2095-0357,2095-0357,"ZOOLOGY - SCIE","381",1.827,"Q2",0.78,0.00%,1.412,1.654,0.105,0.00065,0.13669,0.414,62.000,37,12.8,5.1,97.37%,38,
RUSSIAN JOURNAL OF HERPETOLOGY,1026-2296,1026-2296,"ZOOLOGY - SCIE","367",0.636,"Q4",0.27,0.00%,0.632,0.558,0.063,0.00033,0.07062,0.163,12.286,48,15.2,8.4,100.00%,48,
MOLLUSCAN RESEARCH,1323-5818,1448-6067,"ZOOLOGY - SCIE","362",1.088,"Q3",0.51,0.00%,0.948,0.838,0.500,0.00033,0.06972,0.209,31.714,38,16.9,6.6,95.00%,40,
TROPICAL ZOOLOGY,0394-6975,1970-9528,"ZOOLOGY - SCIE","360",0.679,"Q4",0.41,28.21%,0.667,0.679,0.273,0.00013,0.02737,0.184,15.714,11,14.8,19.3,100.00%,11,
Nauplius,0104-6497,2358-2936,"ZOOLOGY - SCIE","350",0.610,"Q4",0.39,100.00%,n/a,0.475,0.214,0.00043,0.09208,n/a,8.695,42,18.5,6.7,100.00%,42,
GAYANA,0717-6538,0717-6538,"ZOOLOGY - SCIE","345",0.559,"Q4",0.19,48.08%,0.598,0.529,0.000,0.00013,0.02778,0.148,7.714,16,13.9,13.0,88.89%,18,
Acta Herpetologica,1827-9635,1827-9643,"ZOOLOGY - SCIE","327",0.848,"Q4",0.43,100.00%,0.959,0.804,0.222,0.00034,0.07237,0.277,22.000,9,13.1,7.7,100.00%,9,
Vertebrate Zoology,1864-5755,N/A,"ZOOLOGY - SCIE","311",1.757,"Q2",1.09,0.00%,1.647,1.595,0.744,0.00046,0.09796,0.445,59.143,43,16.9,4.8,100.00%,43,
Zoosystematics and Evolution,1860-0743,1860-0743,"ZOOLOGY - SCIE","308",1.516,"Q2",0.74,100.00%,1.303,1.435,0.619,0.00047,0.09991,0.389,52.286,41,18.0,4.5,97.62%,42,
AMPHIBIAN & REPTILE CONSERVATION,1083-446X,N/A,"ZOOLOGY - SCIE","277",1.322,"Q3",0.66,0.00%,1.440,1.136,0.269,0.00036,0.07737,0.359,42.571,51,10.4,5.3,98.08%,52,
European Zoological Journal,2475-0263,2475-0263,"ZOOLOGY - SCIE","273",1.747,"Q2",0.95,100.00%,1.822,1.639,0.406,0.00057,0.12064,0.414,58.571,63,13.4,2.5,98.44%,64,
PHYLLOMEDUSA,1519-1397,2316-9079,"ZOOLOGY - SCIE","270",0.500,"Q4",0.29,100.00%,0.667,0.483,0.034,0.00023,0.04981,0.175,6.000,29,11.6,9.9,100.00%,29,
HERPETOZOA,1013-4425,1013-4425,"ZOOLOGY - SCIE","269",0.841,"Q4",0.40,100.00%,1.010,0.730,0.111,0.00029,0.06147,0.282,21.429,27,11.9,8.3,100.00%,27,
JOURNAL OF CONCHOLOGY,0022-0019,****-****,"ZOOLOGY - SCIE","264",0.375,"Q4",0.22,0.00%,0.510,0.250,0.111,0.00015,0.03147,0.152,2.708,18,19.4,15.5,100.00%,18,
PACHYDERM,1026-2881,N/A,"ZOOLOGY - SCIE","238",0.500,"Q4",0.04,0.00%,0.541,0.500,n/a,0.00007,0.01492,0.113,5.083,n/a,n/a,12.2,n/a%,n/a,
AFRICAN INVERTEBRATES,1681-5556,2305-2562,"ZOOLOGY - SCIE","234",0.360,"Q4",0.34,100.00%,0.540,0.320,0.125,0.00016,0.03354,0.155,1.983,8,15.8,9.6,100.00%,8,
Subterranean Biology,1768-1448,1314-2615,"ZOOLOGY - SCIE","219",1.690,"Q2",0.71,100.00%,n/a,1.548,0.385,0.00041,0.08774,n/a,57.429,26,14.4,3.7,100.00%,26,
RUSSIAN JOURNAL OF NEMATOLOGY,0869-6918,N/A,"ZOOLOGY - SCIE","204",0.286,"Q4",0.27,0.00%,0.464,0.250,0.143,0.00008,0.01684,0.113,0.857,7,11.2,13.7,100.00%,7,
CURRENT HERPETOLOGY,1345-5834,1881-1019,"ZOOLOGY - SCIE","175",0.684,"Q4",0.37,0.00%,0.620,0.632,0.050,0.00017,0.03733,0.173,16.286,20,13.1,7.7,100.00%,20,
Journal of Zoo and Aquarium Research,2214-7594,2214-7594,"ZOOLOGY - ESCI","162",n/a,"n/a",0.42,0.00%,n/a,n/a,0.220,0.00025,0.05315,n/a,n/a,37,11.9,4.1,90.24%,41,
AFRICAN JOURNAL OF HERPETOLOGY,2156-4574,2153-3660,"ZOOLOGY - SCIE","159",0.611,"Q4",0.42,0.00%,0.653,0.500,0.778,0.00008,0.01707,0.161,11.143,7,11.8,10.1,77.78%,9,
RUSSIAN JOURNAL OF THERIOLOGY,1682-3559,N/A,"ZOOLOGY - SCIE","151",0.519,"Q4",0.23,0.00%,0.630,0.370,0.048,0.00011,0.02382,0.136,6.571,21,14.8,9.5,100.00%,21,
BMC Zoology,N/A,2056-3132,"ZOOLOGY - SCIE","140",2.773,"Q1",1.39,100.00%,3.022,2.727,0.200,0.00041,0.08602,0.886,88.286,14,11.6,3.1,93.33%,15,
FRAGMENTA ENTOMOLOGICA,0429-288X,2284-4880,"ZOOLOGY - ESCI","124",n/a,"n/a",0.39,100.00%,n/a,n/a,0.057,0.00026,0.05491,n/a,n/a,35,13.1,3.9,100.00%,35,
Integrative Organismal Biology,N/A,2517-4843,"ZOOLOGY - ESCI","121",n/a,"n/a",0.63,100.00%,n/a,n/a,0.391,0.00033,0.06920,n/a,n/a,45,12.6,1.4,97.83%,46,
African Journal of Wildlife Research,2410-7220,2410-8200,"ZOOLOGY - SCIE","114",0.794,"Q4",0.30,0.00%,1.185,0.794,n/a,0.00026,0.05587,0.281,14.827,n/a,n/a,5.0,n/a%,n/a,
Journal of Vertebrate Biology,2694-7684,2694-7684,"ZOOLOGY - SCIE","58",n/a,"Q4",n/a,0.00%,n/a,0.000,1.120,0.00000,0.00000,n/a,n/a,48,10.9,n/a,96.00%,50,

Copyright (c) 2021 Clarivate
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use
