"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE,SSCI Selected Categories: 'ZOOLOGY' Selected Category Scheme: WoS",,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
149,BOLETIM DO INSTITUTO DE PESCA,BOL INST PESCA,0046-9939,676,0.556,0.406,0.679,0.117,60,8.1,11.4,0.000650,0.140,100.00,11.936,0.07940
150,JOURNAL OF MEDICAL PRIMATOLOGY,J MED PRIMATOL,0047-2565,701,0.553,0.439,0.655,0.208,53,10.8,11.0,0.000550,0.173,96.23,18.006,0.06787
151,FOLIA ZOOLOGICA,FOLIA ZOOL,0139-7893,719,0.542,0.508,0.805,0.125,24,12.7,13.2,0.000430,0.208,95.83,10.417,0.05266
152,CYBIUM,CYBIUM,0399-0974,859,0.534,0.398,0.684,0.075,40,14.1,14.5,0.000460,0.178,100.00,9.821,0.05647
153,IHERINGIA SERIE ZOOLOGIA,IHERINGIA SER ZOOL,0073-4721,710,0.526,0.489,0.583,0.091,33,10.4,14.8,0.000560,0.161,100.00,9.226,0.06915
154,CURRENT HERPETOLOGY,CURR HERPETOL,1345-5834,150,0.525,0.475,Not Available,0.222,18,8.3,14.4,0.000210,Not Available,100.00,8.631,0.02588
155,COMPARATIVE PARASITOLOGY,COMP PARASITOL,1525-2647,410,0.484,0.403,0.573,0.000,27,10.6,20.6,0.000440,0.183,100.00,5.941,0.05402
156,ACTA BIOLOGICA COLOMBIANA,ACTA BIOL COLOMB,1900-1649,288,0.471,0.414,Not Available,0.059,51,6.0,10.2,0.000350,Not Available,92.16,7.673,0.04282
157,NEMATROPICA,NEMATROPICA,0099-5444,396,0.465,0.372,0.593,0.000,26,12.8,15.9,0.000230,0.149,100.00,6.845,0.02815
158,ZOOLOGY IN THE MIDDLE EAST,ZOOL MIDDLE EAST,0939-7140,490,0.456,0.400,0.665,0.268,41,8.8,13.3,0.000590,0.195,100.00,6.250,0.07287
159,PACHYDERM,PACHYDERM,1026-2881,140,0.400,0.400,0.431,Not Available,0,10.9,Not Available,0.000100,0.146,Not Available,4.946,0.01302
160,RUSSIAN JOURNAL OF NEMATOLOGY,RUSS J NEMATOL,0869-6918,179,0.393,0.286,0.443,0.000,7,11.8,14.8,0.000130,0.148,100.00,5.060,0.01591
161,PHYLLOMEDUSA,PHYLLOMEDUSA,1519-1397,227,0.383,0.367,0.526,0.067,30,10.0,13.0,0.000200,0.139,96.67,4.464,0.02486
162,ACTA ZOOLOGICA BULGARICA,ACTA ZOOL BULGAR,0324-0770,512,0.354,0.323,0.390,0.495,99,5.6,15.3,0.000690,0.092,95.96,3.869,0.08455
163,RUSSIAN JOURNAL OF HERPETOLOGY,RUSS J HERPETOL,1026-2296,271,0.346,0.333,0.546,0.115,26,7.5,14.9,0.000390,0.161,100.00,3.274,0.04802
164,CALDASIA,CALDASIA,0366-5232,368,0.317,0.317,0.443,0.346,26,12.9,11.9,0.000210,0.123,100.00,2.942,0.02661
165,CALIFORNIA FISH AND GAME,CALIF FISH GAME,0008-1078,446,0.310,0.172,0.564,0.071,14,32.5,14.6,0.000180,0.135,100.00,4.344,0.02288
165,RUSSIAN JOURNAL OF THERIOLOGY,RUSS J THERIOL,1682-3559,124,0.310,0.172,Not Available,0.000,16,9.0,16.1,0.000100,Not Available,100.00,2.083,0.01281
167,ZOOLOGICHESKY ZHURNAL,ZOOL ZH,0044-5134,"1,479",0.297,0.193,0.287,0.068,132,25.0,18.2,0.000520,0.064,99.24,0.893,0.06424
168,GAYANA,GAYANA,0717-6538,246,0.179,0.179,0.393,0.000,8,13.2,14.4,0.000130,0.118,100.00,0.298,0.01620
Copyright © 2020 Clarivate Analytics,,,,,,,,,,,,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,,,,,,,,,,,,
